article_id,question_id,text,answer_start,answer_end,question,context
1155010,545281,ยุคเอโดะ,0,8,ยุคที่มีไดเมียวตระกูลโทกูงาวะเป็นโชกุน คือยุคสมัยใด,ยุคเอโดะ (ญี่ปุ่น: 江戸時代; โรมาจิ: Edo-jidai) หรือ ยุคโทกูงาวะ (徳川時代 Tokugawa-jidai; ค.ศ. 1603 - ค.ศ. 1868) คือยุคที่มีไดเมียวตระกูลโทกูงาวะเป็นโชกุน เริ่มเมื่อโทกูงาวะ อิเอยาซุ ได้รวบอำนาจและตั้งรัฐบาลโชกุนขึ้นที่เอโดะ (ปัจจุบันคือโตเกียว) ใน ค.ศ. 1603 และหลังจากนั้นอีก 260 ปี การปกครองทั้งหลายก็ตกอยู่ในอำนา
1155011,545282,เชกสเปียร์แห่งประเทศไทย,153,176,ระสุนทรโวหาร นามเดิม ภู่ หรือที่เรียกกันทั่วไปว่า สุนทรภู่  เป็นอาลักษณ์ชาวไทยที่มีชื่อเสียงเชิงกวี ได้รับยกย่องเป็นอะไร,พระสุนทรโวหาร นามเดิม ภู่ หรือที่เรียกกันทั่วไปว่า สุนทรภู่ (26 มิถุนายน พ.ศ. 2329 – พ.ศ. 2398) เป็นอาลักษณ์ชาวไทยที่มีชื่อเสียงเชิงกวี ได้รับยกย่องเป็น เชกสเปียร์แห่งประเทศไทย[2] เกิดหลังจากตั้งกรุงรัตนโกสินทร์ได้ 4 ปี และได้เข้ารับราชการเป็นอาลักษณ์ราชสำนักในรัชสมัยพระบาทสมเด็จพระพุทธเลิศหล้านภาลัย เมื่อสิ้นรัชกาลได้ออกบวชเป็นเวลาร่วม 20 ปี ก่อนจะกลับเข้ารับราชการอีกครั้งในปลายรัชสมัยพระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว โดยเป็นอาลักษณ์ในสมเด็จเจ้าฟ้าจุฑามณี กรมขุนอิศเรศร
1155012,545283,แนวชวนหัวและแนวอิงประวัติศาสตร์,107,138,ผลงานที่มีชื่อเสียงส่วนใหญ่ของเชกสเปียร์ประพันธ์ขึ้นในช่วง ค.ศ. 1590 ถึง 1613 ในยุคแรก ๆ บทละครของเขาจะเป็นแนวอะไร,ผลงานที่มีชื่อเสียงส่วนใหญ่ของเชกสเปียร์ประพันธ์ขึ้นในช่วง ค.ศ. 1590 ถึง 1613 ในยุคแรก ๆ บทละครของเขาจะเป็นแนวชวนหัวและแนวอิงประวัติศาสตร์ ซึ่งเป็นแนวทางบทละครที่เป็นที่นิยมอย่างมากในช่วงปลายคริสต์ศตวรรษที่ 16 ต่อมาเขาเขียนบทละครแนวโศกนาฏกรรมหลายเรื่อง รวมถึงเรื่อง แฮมเล็ต King Lear และ แม็คเบธ ซึ่งถือว่าเป็นบทละครตัวอย่างของวรรณกรรมอังกฤษ ในช่วงปลายของการทำงาน งานเขียนของเขาจะเป็นแนวสุข-โศกนาฏกรรม (tragicomedies) หรือแนวโรมานซ์ และยั
1155012,545284,First Folio,643,654,ตลอดช่วงที่เชกสเปียร์มีชีวิตอยู่ เพื่อนร่วมงานสองคนในคณะละครของเขาได้ตีพิมพ์หนังสือชื่ออะไร เพื่อเป็นการรวบรวมงานเขียนของเขาขึ้นเป็นครั้งแรก,"นช่วงปลายของการทำงาน งานเขียนของเขาจะเป็นแนวสุข-โศกนาฏกรรม (tragicomedies) หรือแนวโรมานซ์ และยังร่วมมือกับนักเขียนบทละครคนอื่น ๆ อีกมาก บทละครของเขาตีพิมพ์เผยแพร่ในหลายรูปแบบโดยมีรายละเอียดและเนื้อหาต่าง ๆ กันตลอดช่วงที่เขามีชีวิตอยู่ ใน ค.ศ. 1623 เพื่อนร่วมงานสองคนในคณะละครของเขาได้ตีพิมพ์หนังสือ ""First Folio"" เป็นการรวบรวมงานเขียนของเขาขึ้นเป็นครั้งแรก ซึ่งได้บรรจุบทละครที่ปัจจุบันเชื่อว่าเป็นงานเขียนของเชกสเปียร์เอาไว้ทั้งหมด (ขาดไปเพียง 2 เรื่อง)"
1155013,545285,ช่วงต่อ,177,184,"ประวัติศาสตร์ของอียิปต์โบราณจำแนกตามยุคอาณาจักรที่มั่นคง หรือที่รู้จักกันในยุค ""ราชอาณาจักร"" (Kingdoms) โดยมักแบ่งตามราชวงศ์ที่ขึ้นมาปกครอง และยุคที่ไม่มีความแน่นอนที่เรียกว่าอะไร","ประวัติศาสตร์ของอียิปต์โบราณจำแนกตามยุคอาณาจักรที่มั่นคง หรือที่รู้จักกันในยุค ""ราชอาณาจักร"" (Kingdoms) โดยมักแบ่งตามราชวงศ์ที่ขึ้นมาปกครอง และยุคที่ไม่มีความแน่นอนที่เรียกว่า ""ช่วงต่อ"" (Intermediate Periods) ยุคที่สำคัญ ๆ ได้แก่ ราชอาณาจักรเก่า ในช่วงต้นยุคสัมฤทธิ์, ราชอาณาจักรกลาง ในช่วงกลางยุคสัมฤทธิ์ และ ราชอาณาจักรใหม่ ในช่วงปลายยุคสัมฤทธิ์ ซึ่งในยุคราชอาณาจักรใหม่นี่เองที่อารยธรรมอียิปต์โบราณถึงจุดสูงสุด โดยได้ปกครองพื้นที่ส่วนใหญ่ของนูเบียและส่วนหนึ่งของตะวันออกใกล้ ก่อนที"
1155014,545286,"ประมาณ 3,150 ปีก่อนคริตศักราช",272,301,ยิปต์โบราณ หรือ ไอยคุปต์ เป็นหนึ่งในอารยธรรมที่เก่าแก่ที่สุดในโลก  อารยธรรมอียิปต์โบราณสืบเนื่องมาตั้งแต่ยุคก่อนประวัติศาสตร์และเริ่มปรากฏชัดเมื่อไหร่,"อียิปต์โบราณ หรือ ไอยคุปต์ เป็นหนึ่งในอารยธรรมที่เก่าแก่ที่สุดในโลก ตั้งอยู่ทางตอนตะวันออกเฉียงเหนือของทวีปแอฟริกา มีพื้นที่ตั้งแต่ตอนกลางจนถึงปากแม่น้ำไนล์ ปัจจุบันเป็นที่ตั้งของประเทศอียิปต์ อารยธรรมอียิปต์โบราณสืบเนื่องมาตั้งแต่ยุคก่อนประวัติศาสตร์และเริ่มปรากฏชัดเมื่อประมาณ 3,150 ปีก่อนคริตศักราช [1] จากการรวมอำนาจทางการเมืองของอียิปต์ตอนเหนือและตอนใต้ ภายใต้ฟาโรห์นาร์เมอร์ซึ่งเป็นฟาโรห์องค์แรกแห่งอียิปต์[2]"
1155015,545287,38 เรื่อง,349,358,วิลเลียม เชกสเปียร์ เป็นกวีและนักเขียนบทละครชาวอังกฤษ ได้รับยกย่องทั่วไปว่าเป็นนักเขียนผู้ยิ่งใหญ่ของวงการวรรณกรรมอังกฤษและของโลก งานเขียนของเขาที่ยังหลงเหลืออยู่ถึงปัจจุบัน ประกอบด้วยบทละครกี่เรื่อง," 26 เมษายน ค.ศ. 1564 - 23 เมษายน ค.ศ. 1616[1]) เป็นกวีและนักเขียนบทละครชาวอังกฤษ ได้รับยกย่องทั่วไปว่าเป็นนักเขียนผู้ยิ่งใหญ่ของวงการวรรณกรรมอังกฤษและของโลก[2] มักเรียกขานกันว่าเขาเป็นกวีแห่งชาติของอังกฤษ และ ""Bard of Avon"" (กวีแห่งเอวอน) งานเขียนของเขาที่ยังหลงเหลืออยู่ถึงปัจจุบัน ประกอบด้วยบทละคร 38 เรื่อง กวีนิพนธ์แบบซอนเน็ต 154 เรื่อง กวีนิพนธ์อย่างยาว 2 ล้าน เรื่อง และบทกวีแบบอื่น ๆ อีกหลายชุด บทละครของเขาได้รับการแปลออกไปเป็นภาษาต่าง ๆ มากมาย และเป็นที่นิยมนำมาแสดงมากที่สุดในบรรดาบทละครทั้งหมด[3]"
1155016,545288,ตะวันออกของไซบีเรีย,150,169,ไซบีเรียนฮัสกี มีต้นกำเนิดจากที่ใด,"ไซบีเรียนฮัสกี (อังกฤษ: Siberian Husky; รัสเซีย: Сибирский хаски, Sibirskiy haski) เป็นสุนัขขนาดกลาง ขนฟูแน่น จัดอยู่ในกลุ่มสุนัขใช้งาน มีต้นกำเนิดทางตะวันออกของไซบีเรีย เพาะพันธุ์มาจากสุนัขในตระกูลสปิตซ์ มีลักษณะขน 2 ชั้นฟูแน่น, หางรูปเคียว, หูเป็นรูปสามเหลี่ยมตั้งชัน และลายที่เป็นลักษณะเฉพาะ"
1155016,545289,ตระกูลสปิตซ์,192,204,ไซบีเรียนฮัสกี เป็นสุนัขขนาดกลาง ขนฟูแน่น จัดอยู่ในกลุ่มสุนัขใช้งาน มีต้นกำเนิดทางตะวันออกของไซบีเรีย เพาะพันธุ์มาจากสุนัขในตระกูลอะไร,"ไซบีเรียนฮัสกี (อังกฤษ: Siberian Husky; รัสเซีย: Сибирский хаски, Sibirskiy haski) เป็นสุนัขขนาดกลาง ขนฟูแน่น จัดอยู่ในกลุ่มสุนัขใช้งาน มีต้นกำเนิดทางตะวันออกของไซบีเรีย เพาะพันธุ์มาจากสุนัขในตระกูลสปิตซ์ มีลักษณะขน 2 ชั้นฟูแน่น, หางรูปเคียว, หูเป็นรูปสามเหลี่ยมตั้งชัน และลายที่เป็นลักษณะเฉพาะ"
1155017,545290,หมาป่า,75,81,พฤติกรรมของไซบีเรียนฮัสกีถูกมองว่าเป็นตัวแทนของสัตว์อะไร,พฤติกรรมของไซบีเรียนฮัสกีถูกมองว่าเป็นตัวแทนบรรพบุรุษของสุนัขบ้าน นั่นก็คือหมาป่า มันแสดงออกในรูปแบบพฤติกรรมของเทือกเถาเหล่ากอแบบกว้าง ๆ [9] บ่อยครั้งที่ชอบหอนมากกว่าเห่า[10] การแสดงออกที่มากเกินไปเกิดจากการถูกขับด้วยสัญชาตญาณในการล่า บุคลิกลักษณะของสุนัขที่เกิดจากการเพาะพันธุ์บ่อยครั้งที่เห็นได้ชัดในพฤติกรรมการละเล่นหรือไล่จับสิ่งต่างๆในสิ่งแวดล้อมที่สุนัขแสดงออกมาคล้ายกับสุนัข
1155018,545291,สุนัขลากเลื่อน,350,364,ไซบีเรียนฮัสกีเป็นสุนัขที่แข็งแรง คล่องแคล่ว เต็มไปด้วยพลัง และยืดหยุ่น สุนัขถูกนำเข้ามาในอะแลสกา ระหว่างช่วงตื่นทองที่เมืองโนม และแพร่เข้าสู่สหรัฐอเมริกาและประเทศแคนาดาในฐานะอะไร,ปด้วยพลัง และยืดหยุ่น เป็นคุณสมบัติที่สืบทอดจากบรรพบุรุษที่มาจากสิ่งแวดล้อมที่หนาวเย็นอย่างรุนแรงของไซบีเรีย และจากการเพาะพันธุ์ของชาวชุกชี (Chukchi) ที่อาศัยอยู่ทางด้านตะวันออกเฉียงเหนือของเอเชีย สุนัขถูกนำเข้ามาในอะแลสกา ระหว่างช่วงตื่นทองที่เมืองโนม และแพร่เข้าสู่สหรัฐอเมริกาและประเทศแคนาดาในฐานะสุนัขลากเลื่อน ก่อนที่จะเปลี่ยนมาเป็นสุนัขเลี้ยงตามบ้านในภายหลังอย่างรวดเร็ว
1155019,545292,ฝักโกโก้,33,41,ช็อกโกแลตเป็นผลิตภัณฑ์อาหาร ทำจากอะไร,"ช็อกโกแลตเป็นผลิตภัณฑ์อาหาร ทำจากฝักโกโก้ มีในรูปต่าง ๆ ทั้ง ของเหลว, ของแข็ง หรือเป็นซอส ไปจนถึงเป็นสารให้รสชาติในอาหารอื่น ปรากฏว่ามีการบริโภคโกโก้หรือกากาโอมาตั้งแต่อารยธรรมโอลเม็ก (1,900–1,100 ปีก่อน ค.ศ.)[1][2] และส่วนใหญ่ของประชากรมีโซอเมริกาโบราณ รวมถึงมายาและแอซเท็กซึ่งบริโภคในรูปของเครื่องดื่มโกโก้[3]"
1155020,545293,4-Jan,188,191,กระเพาะอาหาร เป็นอวัยวะของทางเดินอาหารที่เกี่ยวข้องกับกระบวนการย่อยอาหารที่ผ่านการเคี้ยวภายในช่องปากมาแล้ว กระเพาะอาหารยังเป็นอวัยวะที่มีสภาพแวดล้อมเป็นกรด โดยมักจะมีค่าพีเอชอยู่ที่ประมาณเท่าไหร่,กระเพาะอาหาร เป็นอวัยวะของทางเดินอาหารที่เกี่ยวข้องกับกระบวนการย่อยอาหารที่ผ่านการเคี้ยวภายในช่องปากมาแล้ว กระเพาะอาหารยังเป็นอวัยวะที่มีสภาพแวดล้อมเป็นกรด โดยมักจะมีค่าพีเอชอยู่ที่ประมาณ 1-4 โดยขึ้นกับอาหารที่รับประทานและปัจจัยอื่น ๆ นอกจากนี้ในกระเพาะอาหารยังมีการสร้างเอนไซม์เพื่อช่วยในการย่อยอาหารอีกด้วย ในศัพท์ทางการแพทย์จะเรียกโครงสร้างที่เกี่ยวกับกระเพาะอาหารโดยขึ้นต้นด้วยคำว่า gastro- และ gastric ซึ่งเป็นคำในภาษาละตินที่หมายถึงกระเพาะอาหาร
1155021,545294,โมโมฟุคุ อันโดะ,44,59,บะหมี่กึ่งสำเร็จรูปถูกคิดค้นขึ้นครั้งแรกโดยใคร,บะหมี่กึ่งสำเร็จรูปถูกคิดค้นขึ้นครั้งแรกโดย โมโมฟุคุ อันโดะ จากบริษัท นิสชิน ฟูดส์ ประเทศญี่ปุ่น โดยได้รับแรงบันดาลใจมาจากสภาพของประเทศในช่วงหลังสงครามโลกครั้งที่ 2 ที่ญี่ปุ่นเป็นฝ่ายพ่ายแพ้สงคราม และต้องเสียค่าปฏิกรรมสงครามเป็นจำนวนมาก ซึ่งทำให้มีผลกระทบต่อความเป็นอยู่ของประชาชน จากการที่ได้เห็นชาวญี่ปุ่นต้องเข้าแถวรอรับแจกขนมปังจากรัฐบาล แต่คนเหล่านั้นไม่
1155021,545295,วันที่ 25 สิงหาคม พ.ศ. 2501,692,719,บะหมี่กึ่งสำเร็จรูปวางจำหน่ายครั้งแรกในโลกที่ประเทศญี่ปุ่น เมื่อใด,"อาหารที่ชาวญี่ปุ่นสามารถรับประทานได้ในราคาถูกและเป็นที่ชื่นชอบด้วย และพบว่าแท้จริงแล้วคือ ราเม็ง หรือบะหมี่[3] โมโมฟุคุได้พัฒนากระบวนการผลิตเส้นบะหมี่โดยการทอดและอบแห้งเป็นการถนอมอาหารที่สามารถนำกลับมารับประทานได้อีกครั้งเมื่อเติมน้ำร้อน บะหมี่กึ่งสำเร็จรูปวางจำหน่ายครั้งแรกในโลกที่ประเทศญี่ปุ่นเมือวันที่ 25 สิงหาคม พ.ศ. 2501 ภายใต้เครื่องหมายการค้า ""ชิกิง ราเมง"" (Chikin Ramen) ราคา 35 เยน จากผลสำรวจชาวญี่ปุ่นในปีพ.ศ. 2543 พบว่าบะหมี่กึ่งสำเร็จรูปเป็นสิ่งคิดค้นที่ดี่ที่สุดในศตวรรษที่ 20[4] มีบริษัทผู้ผลิตบะหมี่กึ่งสำเร็จรูปเกิดขึ้นอีกมากมายทั้งใน จีน ไทย เวียดนาม อินโดนีเซีย เกาหลีใต้ อเมริกา และวางจำหน่ายไปทั่วโลก เมื่"
1155021,545296,ชิกิง ราเมง,745,756,บะหมี่กึ่งสำเร็จรูปวางจำหน่ายครั้งแรกในโลกที่ประเทศญี่ปุ่นเมือวันที่ 25 สิงหาคม พ.ศ. 2501 ภายใต้เครื่องหมายการค้าอะไร,"ี่ชื่นชอบด้วย และพบว่าแท้จริงแล้วคือ ราเม็ง หรือบะหมี่[3] โมโมฟุคุได้พัฒนากระบวนการผลิตเส้นบะหมี่โดยการทอดและอบแห้งเป็นการถนอมอาหารที่สามารถนำกลับมารับประทานได้อีกครั้งเมื่อเติมน้ำร้อน บะหมี่กึ่งสำเร็จรูปวางจำหน่ายครั้งแรกในโลกที่ประเทศญี่ปุ่นเมือวันที่ 25 สิงหาคม พ.ศ. 2501 ภายใต้เครื่องหมายการค้า ""ชิกิง ราเมง"" (Chikin Ramen) ราคา 35 เยน จากผลสำรวจชาวญี่ปุ่นในปีพ.ศ. 2543 พบว่าบะหมี่กึ่งสำเร็จรูปเป็นสิ่งคิดค้นที่ดี่ที่สุดในศตวรรษที่ 20[4] มีบริษัทผู้ผลิตบะหมี่กึ่งสำเร็จรูปเกิดขึ้นอีกมากมายทั้งใน จีน ไทย เวียดนาม อินโดนีเซีย เกาหลีใต้ อเมริกา และวางจำหน่ายไปทั่วโลก เมื่อปี พ.ศ. 2548 สำหรับในประเทศไทยบะหมี่"
1155022,545297,ลาเมี่ยน,175,183,"คำว่า ""ราเม็ง"" มาจากภาษาจีนว่าอะไร","ในประวัติศาสตร์เท่าที่ทราบ ราเม็ง มีที่มาจากประเทศจีนและถูกนำเข้ามาในประเทศญี่ปุ่นโดยชาวจีนอพยพในศตวรรษที่ 19.[1][2] or early 20th century.[3][4] คำว่า ""ราเม็ง"" มาจากภาษาจีน ""ลาเมี่ยน"" (拉麺)[5][6] ที่มีความหมายถึง เส้นบะหมี่ที่ใช้มือนวดให้มีความเหนียวนุ่ม ที่ได้รับความนิยมบริโภคไปทั่วเอเชียตะวันออก แต่อาจจะมีที่มาจากคำอื่น ๆ ที่ออกเสียงใกล้กัน เช่น 拉麺 老麺 鹵麺 撈麵. จากบันทึกของพิพิธภัณฑ์ราเม็งแห่งโยโกฮาม่า ราเม็งถูกนำเข้ามาในประเทศญี่ปุ่นในราวปี ค.ศ. 1859 และโทกูงาวะ มิตสึกูนิ ขุนนาง"
1155022,545298,ประเทศจีน,44,53,ในประวัติศาสตร์เท่าที่ทราบ ราเม็ง มีที่มาจากประเทศอะไร,"ในประวัติศาสตร์เท่าที่ทราบ ราเม็ง มีที่มาจากประเทศจีนและถูกนำเข้ามาในประเทศญี่ปุ่นโดยชาวจีนอพยพในศตวรรษที่ 19.[1][2] or early 20th century.[3][4] คำว่า ""ราเม็ง"" มาจากภาษาจีน ""ลาเมี่ยน"" (拉麺)[5][6] ที่มีความหมายถึง เส้นบะหมี่ที่ใช้มือนวดให้มีความเหนียวนุ่ม ที่ได้รับความนิยมบริโภคไปทั่วเอเชียตะวันออก แต่อาจจะมีที่มาจากคำอื่น ๆ ที่ออกเสียงใกล้กัน เช่น 拉麺 "
1155023,545299,ขงเบ้ง,208,214,จูกัดเหลียง มีชื่อรองว่าอะไร,จูกัดเหลียง (ค.ศ. 181–234) มีชื่อในภาษาจีนกลางว่า จูเก่อ เลี่ยง (จีนตัวย่อ: 诸葛亮; จีนตัวเต็ม: 諸葛亮; พินอิน: Zhūgě Liàng; การออกเสียงในภาษาจีนกลางของสาธารณรัฐประชาชนจีน: [ʈʂú.kɤ̀ ljâŋ] ( ฟังเสียง))[2] ชื่อรอง ขงเบ้ง หรือในภาษาจีนกลางว่า ข่งหมิง (จีน: 孔明; พินอิน: Kǒngmíng) เป็นรัฐบุรุษและนักยุทธศาสตร์การทหารชาวจีน ดำรงตำแหน่งอัครมหาเสนาบดีแห่งรัฐจ๊กก๊กในยุคสามก๊ก ได้รับการยอมรับว่าเป็นนักยุทธศาสตร์ที่ประสบความสำเร็จที่สุดในยุคสามก๊ก และได้รับการเทียบชั้นกับซุนจื่อ (孫子) ผู้รจนา พิชัยสงครามซุนจื่อ[3] จูกัดเหลียงม
1155024,545300,โรคพระวักกะ,526,537,พระบาทสมเด็จพระปรมินทรมหาจุฬาลงกรณ์ พระจุลจอมเกล้าเจ้าอยู่หัว เสด็จสวรรคต เมื่อวันอาทิตย์ เดือน 11 แรม 4 ค่ำ ปีจอ ตรงกับวันที่ 23 ตุลาคม พ.ศ. 2453 ด้วยโรคอะไร, 20 กันยายน พ.ศ. 2396 เป็นพระราชโอรสพระองค์ที่ 4 ในพระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว และเป็นพระองค์ที่ 1 ในสมเด็จพระเทพศิรินทราบรมราชินี เสวยราชสมบัติเมื่อวันพฤหัสบดี เดือน 11 ขึ้น 15 ค่ำ ปีมะโรง พ.ศ. 2411 [3] เสด็จสวรรคต เมื่อวันอาทิตย์ เดือน 11 แรม 4 ค่ำ ปีจอ ตรงกับวันที่ 23 ตุลาคม พ.ศ. 2453 ด้วยโรคพระวักกะ
1155026,545302,เทพและมนุษย์,115,127,ตามคติศาสนากรีกโบราณ ซูส หรือ ซิวส์ เป็นบิดาแห่งเทพอะไร,"ตามคติศาสนากรีกโบราณ ซูส หรือ ซิวส์ (อังกฤษ: Zeus; กรีกโบราณ: Ζεύς, อักษรโรมัน: Zeús [zdeǔ̯s] ซฺเดอุส) เป็นบิดาแห่งเทพและมนุษย์ (กรีกโบราณ: πατὴρ ἀνδρῶν τε θεῶν τε, patḕr andrōn te theōn te) เป็นเทวราชผู้ปกครองเทพเจ้าแห่งโอลิมปัสดังบิดาปกครองครอบครัว พระองค์ทรงเป็นเทพแห่งท้องฟ้าและสายฟ้าในเทพปกรณัมกรีก ซูสกับพระเจ้าจูปิเตอร์ของโรมันมาจากรากศัพท์เดียวกัน และกลายมามีความใกล้ชิดกันภายใต้อิทธิพลเฮเลนิสติก"
1155025,545303,5 กรกฎาคม พ.ศ. 2564,437,456,ธนาคารทหารไทยธนชาต จำกัด (มหาชน) หรือเรียกย่อว่า ทีเอ็มบีธนชาต (ทีทีบี) ลงนามในข้อตกลงสองฝ่ายในการควบรวมกิจการเข้าด้วยกันเป็นธนาคารเดียวซึ่งดำเนินการตามแผนงานเสร็จสมบูรณ์เมื่อวันใด," ทีเอ็มบีธนชาต (ทีทีบี)[4] เป็นธนาคารของประเทศไทย เกิดจากการรวมกิจการระหว่างกลุ่ม ING ผู้ถือหุ้นใหญ่ของธนาคารทหารไทย(TMB) และกลุ่มธนชาตและสโกเทียแบงค์ ผู้ถือหุ้นใหญ่ของธนาคารธนชาต (TBANK)โดยลงนามในข้อตกลงสองฝ่ายในการควบรวมกิจการเข้าด้วยกันเป็นธนาคารเดียวซึ่งดำเนินการตามแผนงานเสร็จสมบูรณ์เมื่อวันที่ 5 กรกฎาคม พ.ศ. 2564 โดยสำหรับงานธุรกรรมบัตรเครดิต,บริการต่างประเทศ และบริการธนาคารบนแพลตฟอร์มดิจิทัลและออนไลน์มีการปิดปรับปรุงแอปพลิเคชันของทั้งสองธนาคารคือ TMB Touch และ T Connect เพื่อดำเนินการเชื่อมต่อสองแอปพลิเคชันเป็นหนึ่งเดียวผ่านการส่งอัปเดตระบบใหม่ OTA ใน AppStore (iOS) และ PlayStore (Android)"
1155024,545304,ราชวงศ์จักรี,146,158,พระบาทสมเด็จพระปรมินทรมหาจุฬาลงกรณ์ พระจุลจอมเกล้าเจ้าอยู่หัว เป็นพระมหากษัตริย์สยามรัชกาลที่ 5 แห่งราชวงศ์อะไร,พระบาทสมเด็จพระปรมินทรมหาจุฬาลงกรณ์ พระจุลจอมเกล้าเจ้าอยู่หัว (20 กันยายน พ.ศ. 2396 – 23 ตุลาคม พ.ศ. 2453) เป็นพระมหากษัตริย์สยาม รัชกาลที่ 5 แห่งราชวงศ์จักรี เสด็จพระราชสมภพเมื่อวันอังคาร เดือน 10 แรม 3 ค่ำ ปีฉลู ตรงกับวันที่ 20 กันยายน พ.ศ. 2396 เป็นพระราชโอรสพระองค์ที่ 4 ในพระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว และเป็นพระองค์ที่ 1 ในสมเด็จพระเทพศิรินทราบรมราชินี เสวยราชสมบัติเมื่อวันพฤหัสบดี เดือน 11 ขึ้น 15 ค่ำ ปีมะโรง พ.ศ. 2411 [3] เสด็จสวรรคต เมื่อวันอ
